METRIC_ID,METRIC_NAME,REPORT_NAME,count,total_hours,metric_category
34117.0,Opened Inpatient Order Set Activity,,2038,2.89861581457985,NULL
95250.0,Epic Monitor activity accessed,,410,2.89485090096791,NULL
17008.0,Report with patient data viewed,BW Chart Review Note Filed Report with Hyperlink Printing,283,2.84880109469095,Chart Review
17100.0,Media Manager accessed,,405,2.74530112690395,NULL
17228.0,Chart Review Encounter report viewed,BW AN REPORT,596,2.74231891738043,Chart Review
17008.0,Report with patient data viewed,PEDS GI SnapShot,255,2.7325211517016,Chart Review
17008.0,Report with patient data viewed,Ophth Exam: Standard Exam VN,732,2.71913594749238,Chart Review
17008.0,Report with patient data viewed,LEGAL GUARDIAN HOVER BUBBLE,326,2.69840493122736,Chart Review
17008.0,Report with patient data viewed,INSURANCE COVERAGE PAF HOVER BUBBLE REPORT,322,2.68692965057161,Chart Review
17008.0,Report with patient data viewed,HEALTH MAINTENANCE ACTIVITY,363,2.67936557266447,Chart Review
17904.0,SmartForm viewed,,957,2.63568736420737,NULL
17008.0,Report with patient data viewed,Rx ordering instructions ciprofloxacin oral,807,2.61360795868767,Chart Review
17040.0,Diagnosis association updated,,11607,2.58648026784261,NULL
17008.0,Report with patient data viewed,FS AMB ORDER REPORT HYPERLINK - DYNAMIC,7542,2.55738620413674,Chart Review
,Communication printed,,215,2.54737310038672,NULL
17008.0,Report with patient data viewed,MD New Order Time Mark,819,2.50872945944468,Chart Review
17228.0,Chart Review Encounter report viewed,Encounter: Outpatient,930,2.46987512323591,Chart Review
,Routing Section Viewed,,435,2.45367598719067,NULL
17008.0,Report with patient data viewed,Reg Storyboard FYI,347,2.4037322364913,Chart Review
,Provider team added,,1243,2.35827129125595,NULL
,Obstetrics redirected print group viewed,,23204,2.3220801477962,NULL
17008.0,Report with patient data viewed,OR Demographic Summary,429,2.31072734038035,Chart Review
94023.0,Report viewed,HKU OP ENCOUNTER REPORT,388,2.3024856768714,Chart Review
17008.0,Report with patient data viewed,AMB Last Department Note,298,2.30023627016279,Chart Review
17008.0,Report with patient data viewed,COVID-19 Storyboard Hover,370,2.29008518987231,Chart Review
17008.0,Report with patient data viewed,IP MD Patient Overview Patient Lists,760,2.28642644617292,Chart Review
17227.0,Chart Review Note report viewed,Anesthesia Procedure Notes,750,2.26246735413869,Note Review
17234.0,Chart Review Order report viewed,CV Stress Echo Report,270,2.24142225291993,Results Review
17227.0,Chart Review Note report viewed,Pre-Procedure Note,385,2.21868932300143,Note Review
17008.0,Report with patient data viewed,Rx Warfarin OE Summary Report,774,2.20675201945834,Chart Review
17008.0,Report with patient data viewed,AN Medical History Report,132,2.18831686231825,Chart Review
,Contacts section saved,,414,2.14928754515118,NULL
94023.0,Report viewed,,262,2.1465761507882,Chart Review
17008.0,Report with patient data viewed,AMB Ped History Navigator Report Under 9,1160,2.13005546490351,Chart Review
,Eye exam saved,,607,2.11203726530075,NULL
17227.0,Chart Review Note report viewed,Brief Op Note,299,2.10053002728356,Note Review
,Letter saved,,1790,2.07622567521201,NULL
17784.0,Results acknowledged in IB,,2062,2.05436894681718,NULL
17227.0,Chart Review Note report viewed,Anesthesia Postprocedure Evaluation,771,2.046164074209,Note Review
17008.0,Report with patient data viewed,Rx Storyboard Hover - Hazardous Med Orders,178,2.04267419258753,Chart Review
,Specialty comments modified,,598,2.00688378440009,NULL
17664.0,Synopsis activity accessed,ONCBCN Synopsis Labs - Chem/LFT,319,1.99259158002005,NULL
17008.0,Report with patient data viewed,Problem List for Storyboard Hover Bubble,242,1.98898019631703,Chart Review
17008.0,Report with patient data viewed,IP Admission Encounter,1382,1.96930705149968,Chart Review
,Contacts navigator section viewed,,2542,1.96695001443227,NULL
,MAR accessed,,245,1.96610675520367,NULL
,Detailed report viewed in Reporting Workbench,OR RTF CASELOG SUMMARY,391,1.96486607392629,NULL
17008.0,Report with patient data viewed,AMB Click to Edit Hx Instructions,10786,1.96205615149603,Chart Review
17008.0,Report with patient data viewed,BW ED AFTER VISIT SUMMARY REPORT (STYLED),455,1.95987342066235,Chart Review
17008.0,Report with patient data viewed,ALG Snapshot,213,1.89724210659662,Chart Review
17008.0,Report with patient data viewed,BW AMB LAST COVID SCREENING REVIEW FLOWSHEET,519,1.86020618915557,Chart Review
17008.0,Report with patient data viewed,AMB Call Sidebar Report,286,1.85942436006334,Chart Review
17228.0,Chart Review Encounter report viewed,Encounter: WU Ophth Report,270,1.85511081404156,Chart Review
94019.0,Allergies viewed,,28052,1.84292238103018,NULL
17008.0,Report with patient data viewed,IP MAR Active,241,1.82790055990219,Chart Review
60012.0,Clinical Note Signed,,830,1.82267672724194,Note Entry
60006.0,View clinical note from copy previous,Anesthesia Preprocedure Evaluation,134,1.80891210132175,NULL
60012.0,Clinical Note Signed,Discharge Summary,2741,1.8052544122272,Note Entry
17008.0,Report with patient data viewed,IP Sidebar Index,1380,1.80078381856282,Chart Review
17008.0,Report with patient data viewed,ONC Patient Has Active Plans Hoverbubble,294,1.77931934992472,Chart Review
17008.0,Report with patient data viewed,Express Lane Acute and Follow Up Sidebar Report,489,1.76808182636896,Chart Review
17008.0,Report with patient data viewed,BW IP NICU SUMMARY REPORT,170,1.76638560930887,Chart Review
,Report with patient data printed,AMB Smarttext Prescription Elect Sig Ladder Style - Controlled Subst,138,1.76092285421159,NULL
17008.0,Report with patient data viewed,IP Blood Administration Procedure,431,1.75310555908415,Chart Review
17008.0,Report with patient data viewed,END Snapshot,299,1.74683441029654,Chart Review
17234.0,Chart Review Order report viewed,CV Cardiac Services Report,638,1.74446781502829,Results Review
17008.0,Report with patient data viewed,OB Last Weight and Baby Weight Hover,218,1.74116376373502,Chart Review
,Chart Review Letter report viewed,,256,1.73761606958177,NULL
17008.0,Report with patient data viewed,BW AMB ENC DEP WARNING,232,1.73433830711576,Chart Review
94023.0,Report viewed,ED Triage Notes,573,1.72667627678977,Chart Review
17008.0,Report with patient data viewed,Sidebar Report Bottom,366,1.71818129857381,Chart Review
17008.0,Report with patient data viewed,LPOC Care Gaps - Storyboard Summary Hoverbubble,268,1.70755273130204,Chart Review
,Detailed report viewed in Reporting Workbench,MPM Patient Snapshot,856,1.70344985379113,NULL
60010.0,Pend clinical note,Consults,731,1.68083619912465,Note Entry
17008.0,Report with patient data viewed,Rx ordering instructions piperacillin-tazobactam,399,1.67736195431815,Chart Review
17008.0,Report with patient data viewed,NON-SPECIALTY PROBLEM LIST,136,1.6599665485488,Chart Review
17008.0,Report with patient data viewed,IP Vitals Graph,155,1.65903642018636,Chart Review
17227.0,Chart Review Note report viewed,Interval H&P Note,459,1.6522606033749,Note Review
,HTML table viewed using HTML Table Viewer,,1040,1.63530548334121,NULL
17008.0,Report with patient data viewed,BW AMB END Snapshot,314,1.62626330190234,Chart Review
72002.0,Care Everywhere Request Outside Records activity accessed,,167,1.6166144129965,NULL
17008.0,Report with patient data viewed,IP Anticoagulation Management,511,1.61041687382592,Chart Review
,Letter printed,,162,1.6072996075948,NULL
17228.0,Chart Review Encounter report viewed,ort amb encounter summary with link to core summary,198,1.57669376876619,Chart Review
17008.0,Report with patient data viewed,IMG Order Report,164,1.56240284840265,Chart Review
60012.0,Clinical Note Signed,Significant Event,927,1.54803931448194,Note Entry
17008.0,Report with patient data viewed,IP MAR Administration Info,153,1.54038252300686,Chart Review
27116.0,History activity accepted,,2234,1.53939553870095,NULL
17008.0,Report with patient data viewed,Visit Info Reports: Recent Visits to Others in Visit Providers Specialty,692,1.51651325013902,Chart Review
17008.0,Report with patient data viewed,IP Orders Needing Cosign,983,1.47122155957751,Chart Review
60012.0,Clinical Note Signed,ED Provider Notes,1934,1.44655928161409,Note Entry
17008.0,Report with patient data viewed,SEC_REVIEWABLE_INFO_VERT,942,1.42936706966824,Chart Review
17008.0,Report with patient data viewed,ED Storyboard New Results Hover Bubble,229,1.41027757485707,Chart Review
,Consents navigator section accessed,,226,1.39763590786192,NULL
17008.0,Report with patient data viewed,AMB Ped History Navigator Report,457,1.38953800413343,Chart Review
17008.0,Report with patient data viewed,RX MAR ADMINISTRATION HISTORY,339,1.38762241919835,Chart Review
60012.0,Clinical Note Signed,Telephone Encounter,1423,1.38411122189627,Note Entry
,Letter viewed,,1146,1.38328744305504,NULL
35000.0,Reporting Workbench report run,,347,1.3827697443962,NULL
17008.0,Report with patient data viewed,AN PROCEDURE INFO REPORT W/CPT,2465,1.37424486239751,Chart Review
60005.0,View clinical notes section,Pre-Procedure Instructions,674,1.37381521251466,Note Review
17008.0,Report with patient data viewed,Rx BJC Split Screen - Diclofenac topical gel,400,1.3725780028767,Chart Review
,Active Medications viewed,,135,1.37120828866958,NULL
17008.0,Report with patient data viewed,Amb/IP Result Report v2: Lab and Imaging,3009,1.35609922250111,Chart Review
49010.0,ED Visit Navigator Follow-Up section accessed,,10312,1.33635771883858,NULL
94023.0,Report viewed,HKU CARE TEAM,203,1.330731332567,Chart Review
17008.0,Report with patient data viewed,Order Report - Labs,183,1.32204168770048,Chart Review
94023.0,Report viewed,OPH HKU OP ENCOUNTER REPORT,99,1.32134095218446,Chart Review
17227.0,Chart Review Note report viewed,Perioperative Nursing Note,621,1.30767093420028,Note Review
17228.0,Chart Review Encounter report viewed,TXP Visit Summary (Clinical),99,1.28574824545118,Chart Review
17008.0,Report with patient data viewed,ED Admit - Widget,150,1.28052934514151,Chart Review
17008.0,Report with patient data viewed,Retina SnapShot,80,1.27936879369947,Chart Review
17228.0,Chart Review Encounter report viewed,AMB Letter Report: Encounter,358,1.27496947924296,Chart Review
17008.0,Report with patient data viewed,PROBLEM LIST: ALL ASSESSMENT & PLAN NOTES HISTORY,216,1.27341639783647,Chart Review
17008.0,Report with patient data viewed,COVERAGE PAF HOVERBUBBLE,229,1.27023675839106,Chart Review
,Provider team removed,,367,1.24754805194007,NULL
17008.0,Report with patient data viewed,ED PRINT TRANSFER DOCUMENTS BJC,203,1.24475271595848,Chart Review
94023.0,Report viewed,ED Re-evaluation Note,166,1.23301248629887,Chart Review
17008.0,Report with patient data viewed,ED Storyboard Total Time and Acuity Hover Bubble,268,1.22983191384209,Chart Review
15046.0,Patient Additional Information subcomponent accessed,,425,1.1962166791492,NULL
17008.0,Report with patient data viewed,ED Patient Care Timeline - Widget,122,1.1938255490197,Chart Review
17008.0,Report with patient data viewed,Rx BJC Split Screen - chlorothiazide injection,517,1.17978816774156,Chart Review
17008.0,Report with patient data viewed,Patient Infections and Isolations,202,1.17327967060936,Chart Review
,Quick Communication toggled for send upon sign visit,,88,1.15724041541417,NULL
17008.0,Report with patient data viewed,IP Physician Sidebar Meds,156,1.13874248425165,Chart Review
17008.0,Report with patient data viewed,AN Staff Summary Report,108,1.12289354165395,Chart Review
94023.0,Report viewed,HKU IP ENCOUNTER REPORT,131,1.11014506340026,Chart Review
17008.0,Report with patient data viewed,AMB My Last Note,197,1.09391016562779,Chart Review
20607.0,Storyboard viewed,CV Cardiology Clinic Storyboard,568,1.08903967989815,NULL
17008.0,Report with patient data viewed,PED RHU SNAPSHOT BW,196,1.08696098645528,Chart Review
17008.0,Report with patient data viewed,Rx Current TPN Summary (OE),296,1.08301084756851,Chart Review
17008.0,Report with patient data viewed,IP Physician Sidebar I/O and Results,174,1.08121197594536,Chart Review
17008.0,Report with patient data viewed,BJC ED NOTE STATUS REPORT,1374,1.07201920588811,Chart Review
17008.0,Report with patient data viewed,IP Signed and Held Other Orders,253,1.06933843586179,Chart Review
60010.0,Pend clinical note,ED Re-evaluation Note,1251,1.0619911315706,Note Entry
17008.0,Report with patient data viewed,DER Snapshot,172,1.05474571651882,Chart Review
17227.0,Chart Review Note report viewed,Provider Query,483,1.05462918334537,Note Review
60017.0,Delete clinical note,,1034,1.05115834527545,NULL
15637.0,Document deleted,,190,1.05024659421708,NULL
17008.0,Report with patient data viewed,Screening Report,203,1.04664091746012,Chart Review
60005.0,View clinical notes section,ED Pre-Arrival Note,172,1.04134980705049,Note Review
,Authentication for controlled substances failed,,198,1.03364143715964,NULL
17008.0,Report with patient data viewed,ACP Filed Documents,168,1.0336208044158,Chart Review
17008.0,Report with patient data viewed,ONCBCN Current Encounter - Nurse,212,1.0330716003312,Chart Review
17008.0,Report with patient data viewed,AMB SMARTTEXT RAD REPORT - FUTURE,160,1.00427722533543,Chart Review
,SmartSet suggested,,315,0.993953042560153,NULL
17228.0,Chart Review Encounter report viewed,HH Redirect to LCT,290,0.990128269990285,Chart Review
17041.0,Allergies modified,,192,0.98356403377321,NULL
17008.0,Report with patient data viewed,ICU Prospective Calorie / Fluid Management,462,0.980479191409217,Chart Review
17227.0,Chart Review Note report viewed,Assessment & Plan Note,210,0.977462346288893,Note Review
17008.0,Report with patient data viewed,RHU Snapshot,161,0.974227859973907,Chart Review
,OR Log Entry accessed,,383,0.972252355151706,NULL
17234.0,Chart Review Order report viewed,CV Electrophysiology Report,96,0.946957084867689,Results Review
,Chart Review Letters tab selected,,421,0.934234059386783,NULL
17060.0,Patient Implants section or activity accessed,,430,0.926370684305826,NULL
17008.0,Report with patient data viewed,Rx Renal Monitoring/Renal Replacement Therapy,296,0.901577590571509,Chart Review
60012.0,Clinical Note Signed,Patient Instructions,2325,0.89084892378913,Note Entry
15652.0,Registration subcomponent viewed,,93,0.887936163743337,NULL
60012.0,Clinical Note Signed,Pre-Procedure Instructions,468,0.886349377367231,Note Entry
17008.0,Report with patient data viewed,MR ONC Active Plans Summary,90,0.885061909357706,Chart Review
17008.0,Report with patient data viewed,Rx ordering instructions ertapenem,218,0.875682805114322,Chart Review
94023.0,Report viewed,Anesthesia Preprocedure Evaluation,102,0.86749517891142,Chart Review
60006.0,View clinical note from copy previous,Assessment & Plan Note,182,0.855047448476155,NULL
17008.0,Report with patient data viewed,BW IP LONGITUDINAL VITAL SIGNS AND WEIGHT,116,0.826772738827599,Chart Review
20607.0,Storyboard viewed,OR Surgeon Day-of-Surgery Storyboard,886,0.822615674071841,NULL
20607.0,Storyboard viewed,OB Labor Provider Storyboard,2676,0.822065415912204,NULL
17008.0,Report with patient data viewed,Medication Order Report,11231,0.807623300287458,Chart Review
17008.0,Report with patient data viewed,NICU Delivery Summary,73,0.79987555027008,Chart Review
17008.0,Report with patient data viewed,Rx ordering instructions ciprofloxacin IV,215,0.799521182907952,Chart Review
,Reporting Workbench report result viewed,,150,0.798671798441145,NULL
17008.0,Report with patient data viewed,AN Record Report,474,0.791995738082461,Chart Review
94023.0,Report viewed,ED Notes,208,0.791336616145239,Chart Review
17457.0,Outside historical medications filed,,258,0.790060849189758,NULL
32035.0,MyChart Admin Viewed,,144,0.781710583898756,NULL
17008.0,Report with patient data viewed,Amb Encounter Summary with Link to Core Summary,142,0.781638252470228,Chart Review
17008.0,Report with patient data viewed,PROBLEM DETAIL (RICH TEXT),143,0.776081585884094,Chart Review
17008.0,Report with patient data viewed,IND Narrative/Impression Hover Bubble,62,0.76867678589291,Chart Review
94023.0,Report viewed,ED Procedure Note,262,0.767902433077494,Chart Review
17008.0,Report with patient data viewed,PUL Snapshot,166,0.7641027686331,Chart Review
,Health Maintenance activity accessed,,120,0.762477718989054,NULL
17008.0,Report with patient data viewed,AMB Appointment Report,371,0.762460587819417,Chart Review
17008.0,Report with patient data viewed,IP ACP PATIENT REPORT,142,0.759513204627566,Chart Review
17008.0,Report with patient data viewed,MR Recent Medication Actions,117,0.74950284216139,Chart Review
17008.0,Report with patient data viewed,ED Storyboard Chief Complaint,100,0.747003274228837,Chart Review
17227.0,Chart Review Note report viewed,Result QuickNote,377,0.74174369626575,Note Review
17008.0,Report with patient data viewed,PSY Snapshot,102,0.733895876937442,Chart Review
17259.0,Patient SnapShot viewed,AMB PEDIATRIC PATIENT SNAPSHOT (HTML/CSS),275,0.733280165195465,NULL
94023.0,Report viewed,Op Note,74,0.728602896796332,Chart Review
,Orders opened in an ordering activity from Active Guidelines,,304,0.725459285047319,NULL
17008.0,Report with patient data viewed,AMB HISTORY: PEDS DEV RPT,128,0.721094921694861,Chart Review
17233.0,Chart Review Media report viewed,MEDIA REPORT: MEDIA INFORMATION,576,0.720170819494459,NULL
17008.0,Report with patient data viewed,BW AN PERF My Charges and Notes without Index,196,0.715596462620629,Chart Review
17239.0,Note printed from Chart Review,Pre-Procedure Instructions,927,0.712701949013604,NULL
17008.0,Report with patient data viewed,Rx TPN Labs Report for Navigator,385,0.707878359158833,Chart Review
,Visit Navigator section added to navigator,,618,0.705767764780256,NULL
17008.0,Report with patient data viewed,IP Patient Header Length of Stay - Discharged Patient,91,0.705750467777252,Chart Review
17008.0,Report with patient data viewed,ED Storyboard Med Status Hover Bubble,138,0.702798442310757,Chart Review
17008.0,Report with patient data viewed,AN PAT MU SMARTFORM REPORT,2005,0.700134583844078,Chart Review
17008.0,Report with patient data viewed,RAD Imaging - Results Report 4,108,0.697548992633819,Chart Review
17008.0,Report with patient data viewed,BW MR Meaningful Use Checklist,281,0.694676439232296,Chart Review
17008.0,Report with patient data viewed,Rx ordering instructions daptomycin,199,0.694486606650882,Chart Review
17905.0,SmartForm saved,,783,0.691012831264072,NULL
17228.0,Chart Review Encounter report viewed,TXP Telephone Report,208,0.688833131260342,Chart Review
17008.0,Report with patient data viewed,IP PATIENT CALENDAR,110,0.670295493602752,Chart Review
17008.0,Report with patient data viewed,OR ALL OP NOTES,36,0.657549579408433,Chart Review
17008.0,Report with patient data viewed,Result Data,84,0.656224976910485,Chart Review
94023.0,Report viewed,CTO PATIENT SUMMARY WITH ROUNDING INFO,261,0.647746442688836,Chart Review
17227.0,Chart Review Note report viewed,ECIN Note,220,0.645307733747694,Note Review
17228.0,Chart Review Encounter report viewed,Encounter: Infusion,147,0.642017544640435,Chart Review
94023.0,Report viewed,CTO PATIENT MEDICATIONS REPORT,56,0.635742602613237,Chart Review
,Scheduling ticket created,,92,0.631147581736246,NULL
15621.0,Patient Relationships subcomponent accessed,,1000,0.629217085043589,NULL
17008.0,Report with patient data viewed,Rx colchicine ordering instructions,223,0.628805427816179,Chart Review
94023.0,Report viewed,Medical Student,56,0.624796311325497,Chart Review
17008.0,Report with patient data viewed,ADOLESCENT IP AVS,123,0.62384654548433,Chart Review
17309.0,PasteBoard printed,,40,0.61770335012012,NULL
17008.0,Report with patient data viewed,RX REQUEST PREVIOUS ORDER DETAILS REPORT,80,0.609544444613986,Chart Review
17008.0,Report with patient data viewed,IP Physician Sidebar Treatment Team,100,0.608465791808234,Chart Review
17008.0,Report with patient data viewed,Immunization Summary,107,0.604060982068379,Chart Review
17239.0,Note printed from Chart Review,Discharge Summary,43,0.601420498689015,NULL
17008.0,Report with patient data viewed,AMB Smarttext Prescription Elect Sig Ladder Style - Controlled Subst,155,0.593439405494266,Chart Review
17008.0,Report with patient data viewed,ED Encounter Summary,660,0.589878164397345,Chart Review
17008.0,Report with patient data viewed,IP Admission Review,259,0.589444354905022,Chart Review
17008.0,Report with patient data viewed,BW RX PED ENOXAPARIN ADJUSTMENT GUIDANCE,140,0.585820302168528,Chart Review
17008.0,Report with patient data viewed,Encounter: Conversation BW,171,0.582980926831563,Chart Review
60006.0,View clinical note from copy previous,Telephone Encounter,489,0.581445668008592,NULL
17227.0,Chart Review Note report viewed,Initial Assessments,75,0.581422211858961,Note Review
17008.0,Report with patient data viewed,LAST VISIT NOTES HOVER BUBBLE,46,0.579076869752672,Chart Review
17008.0,Report with patient data viewed,IP Clinical Overview,47,0.574495149188571,Chart Review
17008.0,Report with patient data viewed,PHARMACY COVERAGE SUMMARY,92,0.572121647198994,Chart Review
17228.0,Chart Review Encounter report viewed,REGISTRATION REPORT (HTML),204,0.568755678070916,Chart Review
17330.0,Immunization record saved,,988,0.567786162164476,NULL
17008.0,Report with patient data viewed,OB Newborn Delivery Report,158,0.567080193625556,Chart Review
17008.0,Report with patient data viewed,MARK AS REVIEWED PAF HOVER BUBBLE REPORT,33,0.56338171561559,Chart Review
17008.0,Report with patient data viewed,OB Feeding Plan Hover,77,0.538980900446573,Chart Review
17008.0,Report with patient data viewed,ED Storyboard Disposition Hover Bubble,35,0.536303746700286,Chart Review
60005.0,View clinical notes section,Progress Notes,123,0.533748665120866,Note Review
17008.0,Report with patient data viewed,SPE Snapshot,91,0.531681927839915,Chart Review
17008.0,Report with patient data viewed,Rx BJC Split Screen - Remdesivir,174,0.528892063299814,Chart Review
,Visit Navigator Follow-Up section accepted,,88,0.528682148456573,NULL
17008.0,Report with patient data viewed,LAB CHART REVIEW ORDERS REPORT - HYPERLINK,19830,0.522969128555721,Chart Review
34162.0,Inpatient Patient Lists search,,10485,0.522564300431145,NULL
,Reporting Workbench report printed,,52,0.52149515973197,NULL
,Mobile patient Links accessed,,690,0.517799698246849,NULL
,Inpatient Event Log activity accessed,,56,0.510071519480811,NULL
17227.0,Chart Review Note report viewed,Pre-Sedation Documentation,156,0.50806410047743,Note Review
,Vitals modified,,67,0.504347798029581,NULL
17008.0,Report with patient data viewed,Orthopaedics Sidebar Report,193,0.502403242852952,Chart Review
94023.0,Report viewed,HKU RESHANDOFF ROUNDING REPORT,42,0.500929635100894,Chart Review
,Proxy Access Viewed,,55,0.4992340154118,NULL
17008.0,Report with patient data viewed,IP Physician Checklist,147,0.494303637875451,Chart Review
94023.0,Report viewed,OR HKU HP INTERVAL NOTE REPORT,52,0.490748168097602,Chart Review
17008.0,Report with patient data viewed,AN Hover Bubble Report,77,0.489093872441185,Chart Review
17008.0,Report with patient data viewed,ED Encounter: ED,115,0.488870539135403,Chart Review
,OR Specimens form selected in Intra-op Navigator,,150,0.487959713141123,NULL
17008.0,Report with patient data viewed,CV Echo Report,2833,0.487123413350847,Chart Review
,Report with patient data printed,LAB CHART REVIEW ORDERS REPORT - HYPERLINK,338,0.484799202283223,NULL
,Order printed from Chart Review,Chart Review: Condensed View For Labs Tab,1195,0.482759052117665,NULL
,PDMP Review Source Accessed,,265,0.482218873235914,NULL
17008.0,Report with patient data viewed,ZOOM PRESCHED VIDEO VISIT PROV INSTRUCTIONS,31,0.481510633627573,Chart Review
17008.0,Report with patient data viewed,IP OT Overview,95,0.464523255030314,Chart Review
17008.0,Report with patient data viewed,Rx ordering instructions ceftazidime,116,0.462240491973029,Chart Review
,Detailed report viewed in Reporting Workbench,IP NOTE DETAILS (HTML),183,0.461324039300282,NULL
17008.0,Report with patient data viewed,rx epoetin alfa-epbx retacrit split screen,179,0.456213131215837,Chart Review
17239.0,Note printed from Chart Review,,37,0.450918637381659,NULL
17008.0,Report with patient data viewed,PT Rehab Release,99,0.446649813122219,Chart Review
60012.0,Clinical Note Signed,ED Re-evaluation Note,751,0.445502423180474,Note Entry
17008.0,Report with patient data viewed,RESULTS HYPERLINK REPORT: LAB AND COLLECTION DATA (HTML),123,0.444222654766506,Chart Review
17008.0,Report with patient data viewed,MR Storyboard Referring Provider Hover,44,0.440535357263353,Chart Review
20607.0,Storyboard viewed,OB Postpartum Provider Storyboard,1194,0.438387540976206,NULL
17008.0,Report with patient data viewed,Blood Type,74,0.432594830460018,Chart Review
94023.0,Report viewed,Anesthesia Postprocedure Evaluation,86,0.429040256606207,Chart Review
60005.0,View clinical notes section,H&P,218,0.425784411695268,Note Review
,LOS form accessed from visit navigator,,50,0.416706617143419,NULL
17008.0,Report with patient data viewed,ED Provider and Nursing Notes - Widget,66,0.415242076449924,Chart Review
17008.0,Report with patient data viewed,Medication Dispense Details,21,0.415170522530873,Chart Review
20075.0,Prelude Documents list accessed,,291,0.411358403629726,NULL
17008.0,Report with patient data viewed,CE External Medication Audit History Sidebar,27,0.410382369889153,Chart Review
17234.0,Chart Review Order report viewed,Chart Review: Condensed View For Labs Tab,2607,0.410181407928466,Chart Review
,Report with patient data printed,AMB SMARTTEXT LAB REPORT - FUTURE,25,0.405022135840521,NULL
17008.0,Report with patient data viewed,REGISTRATION REPORT (HTML),2196,0.400990135139889,Chart Review
17008.0,Report with patient data viewed,ED History (Navigator),90,0.400515065193176,Chart Review
94023.0,Report viewed,Anesthesia Procedure Notes,86,0.399347840150197,Chart Review
17008.0,Report with patient data viewed,ORDER NO ADDITIONAL INFO MESSAGE,93,0.398663891686333,Chart Review
17008.0,Report with patient data viewed,Adult IP Registered Dietitian Pat Sum/List,54,0.395774278905656,Chart Review
17008.0,Report with patient data viewed,IP LAB MICROBIOLOGY REPORT,71,0.392887542777591,Chart Review
17228.0,Chart Review Encounter report viewed,CAR Visit Summary: Anticoagulation Check,125,0.388318279584248,Chart Review
17008.0,Report with patient data viewed,ED Storyboard Clinical Impressions Hover Bubble,32,0.378286854690975,Chart Review
17227.0,Chart Review Note report viewed,Pre-Cardiac Catheterization Workup and H&P,79,0.375413568284776,Note Review
17008.0,Report with patient data viewed,RX BJC REMS vigabatrin order instructions,94,0.374174813429514,Chart Review
17008.0,Report with patient data viewed,Ped Kidney/Liver TXP Snapshot,73,0.368428131209479,Chart Review
,Medication note saved,,34,0.367320528560214,NULL
17008.0,Report with patient data viewed,IP TPN History,26,0.364468734264373,Chart Review
17664.0,Synopsis activity accessed,ONC Synopsis Oncology Focused View,32,0.362055519156985,NULL
17227.0,Chart Review Note report viewed,ED Triage Provider Note,86,0.355225208070543,Note Review
17008.0,Report with patient data viewed,BW AN Difficult Airway Report,41,0.355223430262671,Chart Review
17008.0,Report with patient data viewed,BJC ED DRUG HX - NAVIGATOR,95,0.350543449719746,Chart Review
17008.0,Report with patient data viewed,IP NOTE DETAILS (HTML),233,0.350266901916927,Chart Review
17008.0,Report with patient data viewed,ACP Code Status History Report,246,0.341840331554412,Chart Review
,Visit Navigator SmartForm Flowsheet section accepted,,114,0.339775147702958,NULL
,External Videoconference Connected,,25,0.330268204477098,NULL
17008.0,Report with patient data viewed,IP Index Physician,135,0.329624162250094,Chart Review
17008.0,Report with patient data viewed,ONCBCN Signed and Held Orders,116,0.328849646515316,Chart Review
17008.0,Report with patient data viewed,MR ONC Treatment Plan Hoverbubble,30,0.326757343610127,Chart Review
17228.0,Chart Review Encounter report viewed,PREP FOR SURGERY ENCOUNTER REPORT,108,0.325444646146562,Chart Review
17008.0,Report with patient data viewed,AMB NEWBORN SNAPSHOT REPORT BW,32,0.31538404809104,Chart Review
17008.0,Report with patient data viewed,AMB Last Specialty Note,47,0.314691596561008,Chart Review
,Report with patient data printed,AMB SMARTTEXT REFERRAL REPORT,34,0.3136557536655,NULL
17008.0,Report with patient data viewed,Rx ordering instructions ceftaroline,99,0.312934518390231,Chart Review
20607.0,Storyboard viewed,ONC Outpatient Oncology Storyboard,632,0.312053826120164,NULL
94023.0,Report viewed,CTO ORDER RESULTS,88,0.306844952636294,Chart Review
17008.0,Report with patient data viewed,Rx BJC Split Screen - fidaxomicin and oral vanco,128,0.306221974690755,Chart Review
60010.0,Pend clinical note,Significant Event,325,0.302147676679823,Note Entry
17008.0,Report with patient data viewed,OR Perioperative Record,111,0.30139823993047,Chart Review
,Analytics Catalog searched,,37,0.300735099580552,NULL
17664.0,Synopsis activity accessed,AMB Synopsis Peds Timeline,5056,0.298291997114817,NULL
17008.0,Report with patient data viewed,Rx ordering instructions levofloxacin,159,0.296260447767045,Chart Review
,Report with patient data printed,MR Chart Review Labs - Condensed Results,78,0.293545861509111,NULL
17008.0,Report with patient data viewed,CBO Encounter Summary,51,0.292214294539557,Chart Review
17008.0,Report with patient data viewed,OB Baby Hover Information,140,0.292033148341708,Chart Review
,iOS Screenshot Taken,,27,0.285583455032772,NULL
,Discharge Instructions accepted,,17,0.284152182208167,Discharge
60012.0,Clinical Note Signed,Procedures,368,0.281900655958387,Note Entry
17008.0,Report with patient data viewed,BW IP ADD ON LABS,42,0.281465393702189,Chart Review
17008.0,Report with patient data viewed,Rx Anticoagulation Monitoring,16,0.281372020244598,Chart Review
,Patient infections viewed,,41,0.28057917382982,NULL
17008.0,Report with patient data viewed,IP Facesheet,102,0.277454579406314,Chart Review
